Subject,Section,Sub-subject,Correct sentence,Wrong sentence,Label,URL
Het woord,8.6.3.3.ii,Buiten de eerste zinsplaats,(Aan) deze drie leerlingen heeft een leraar straf gegeven.,(Aan) deze drie leerlingen heeft er een leraar straf gegeven.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans0806030302lingtopic
Het woord,8.6.3.3.ii,Buiten de eerste zinsplaats,Meestal wordt er gezongen.,Meestal wordt gezongen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans0806030302lingtopic
Het woord,8.6.3.3.ii,Buiten de eerste zinsplaats,Er wordt (meestal) gezongen.,Wordt (meestal) gezongen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans0806030302lingtopic
Het woord,8.6.3.3.ii,Buiten de eerste zinsplaats,Gelukkig is er één oplossing.,Gelukkig is één oplossing. uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans0806030302lingtopic
Het woord,8.6.3.3.ii,Buiten de eerste zinsplaats,Er is (gelukkig) één oplossing.,Is (gelukkig) één oplossing.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans0806030302lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,(A) (Staat er iets in die kast?),(B) Er staan er tien boeken op de bovenste plank.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,(Ik kwam op het dak en) er lag een dode vogel.,(Ik kwam op het dak en) er lag er een dode vogel.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,(A) (Zijn er hier ook boeken?),(B) Er staan tien in die kast op de bovenste plank.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,(A) (Zijn er hier ook boeken?),(B) Er staan er tien in die kast op de bovenste plank.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,Er staan er hier tien.,Hier staan er er tien.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,Er wonen er tienduizenden.,Wonen er er tienduizenden?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,NA,(De rechtszaal verscheen in beeld.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,(A) (Staat er iets belangrijks in de krant?),(B) Er staat vandaag een artikel over zure regen erin.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.6.6.2,Regels voor combinatie en samenval,(A) (Staat er iets belangrijks in de krant?),(B) Een artikel over zure regen erin | staat | vandaag.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans08060602lingtopic
Het woord,8.7.2,Functies,Ik wil alleen koffie met suiker erin.,Ik wil alleen koffie met suiker in.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans080702lingtopic
Het woord,8.7.2,Functies,Er worden nieuwe postzegels uitgegeven met de koning erop.,Er worden nieuwe postzegels uitgegeven met de koning op.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans080702lingtopic
Het woord,8.7.2,Functies,NA,Kinderen met van die leuke hoedjes erop.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080702lingtopic
Het woord,8.7.2,Functies,Kinderen met van die leuke hoedjes op.,Meisjes met fleurige jurken eraan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080702lingtopic
Het woord,8.7.2,Functies,Daarom moest Luuk hartelijk lachen.,Overal om moest Luuk hartelijk lachen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080702lingtopic
Het woord,8.7.2,Functies,Pia werd daarvan het slachtoffer.,Pia werd nergens van het slachtoffer.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080702lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Pia werd nergens het slachtoffer van.,"Toen ze bij het water kwamen, dook hij het meteen in.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Ik zit met iets vervelends.,Ik zit ergens vervelends mee.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Het is een kerel op wie je niet kunt rekenen.,Het is een kerel waarop je niet kunt rekenen.,informeel,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,"De ouders van wie de kinderen ouder zijn dan twaalf jaar, hoeven dit formulier niet in te vullen.","De ouders waarvan de kinderen ouder zijn dan twaalf jaar, hoeven dit formulier niet in te vullen.",informeel,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,"Die lellebel, over haar/die wil ik het niet meer hebben. (over die geldt als informeel)","Die lellebel, daarover wil ik het niet meer hebben.",informeel,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,"De collega aan wie ik het heb laten zien, vond het stuk slecht.","De collega waaraan ik het heb laten zien, vond het stuk slecht.",informeel,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(Peeters is een onbetrouwbare man.) Je kunt niet op hem rekenen./Op hem kun je niet rekenen.,(Peeters is een onbetrouwbare man.,informeel,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,"Er is echt niets met hem aan te vangen, met die jongen.","Er is echt niets mee aan te vangen, met die jongen.",informeel,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,"De vrienden aan wie ze het plan verteld hadden, bleken bereid om mee te doen.","De vrienden waaraan ze het plan verteld hadden, bleken bereid om mee te doen.",informeel,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,A: Hij ging op reis met Bonnie. B: Met wíe?,A: Hij ging op reis met Bonnie. B: Waarmee?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,NA,"Hij vertelt altijd iedereen dat ik zo vaak ziek ben, over wat ik erg kwaad kan worden.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,"Hij vertelt altijd iedereen dat ik zo vaak ziek ben, waarover ik erg kwaad kan worden.",Over dat kan ik erg kwaad worden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Daarover kan ik erg kwaad worden.,"Ze zouden samen op reis gaan, naar wat ze hevig verlangde.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,"Ze zouden samen op reis gaan, waarnaar ze hevig verlangde.","Aan wat jij nu denkt, is het probleem van interferentie.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Je moet maar niet te veel denken aan wat ik je zojuist verteld heb. (= 'aan datgene wat'),Je moet maar niet te veel denken waaraan ik je zojuist verteld heb.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Je moet maar niet te veel denken aan wat ik je zojuist verteld heb. (= 'aan datgene wat'),Je moet maar niet te veel daaraan denken wat ik je zojuist verteld heb.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(Hij woont in de Begoniastraat.) Woont hij er al lang?,(Hij woont in de Begoniastraat.) Woont hij er al lang in?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(Zit jij al lang op die school?) Nee ik werk daar pas.,(Zit jij al lang op die school?) Nee ik werk daar pas op.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(Welke kast bedoel je?) Die waar de suiker in staat.,(De suiker zit in die plastic doos.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(De suiker zit in die plastic doos.) De suiker zit dáárin.,De stoel waar ik sta is erg gammel.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(In juli heb ik vakantie.) Heb jij dan ook vrij?,(In juli heb ik vakantie.) Heb jij daarin ook vrij?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(Voor een paar weken was hij in Mali.) Toen was hij in Mali.,(Voor een paar weken was hij in Mali.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,(Over een dag of twee vertrekken we.) Dan vertrekken we.,(Over een dag of twee vertrekken we.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,NA,Zullen we langs daar gaan?,regionaal,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Zullen we dáárlangs gaan?,Kijk eens naar hier.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Kijk eens híerheen.,Naar waar gaan jullie?,regionaal,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,Die auto kwam daarvandaan.,Het geld zal toch van ergens moeten komen.,regionaal,https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.3,Gebruik van voornaamwoordelijke bijwoorden,De pelgrims komen overal vandaan.,Vanwaar komt u?,"formeel,regionaal",https://e-ans.ivdnt.org/topics/pid/ans080703lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Je hoeft er echt niet meer op te rekenen.,Je hoeft erop echt niet meer te rekenen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,(Heb je een nieuwe sterrekijker?) Mag ik er eens door kijken?,Mag ik eens erdoor kijken?,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Waar ga je naartoe?,Waar naartoe ga je?,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Waar moeten we langs?,Waarlangs moeten we?,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Waar kom jij vandaan?,Waarvandaan kom jij?,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Ik ben er bang voor dat hij het niet haalt.,Ik ben ervoor bang dat hij het niet haalt.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Ik ben erover gevallen.,Ik ben er gevallen over.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Het was al laat; daarom gingen we naar huis.,Het was al laat; daar gingen we om naar huis.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,8.7.4,Scheidbaarheid van voornaamwoordelijke bijwoorden,Waarom heb je die postzegels weggegooid?,Waar heb je die postzegels om weggegooid?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans080704lingtopic
Het woord,9.1,Voorzetsels preposities,Gemeenten voelen zich verantwoordelijk voor de werkgelegenheid.,Twee radeloze bewoners sprongen vanop de tweede verdieping naar beneden. in BN Deze vorm komt geregeld voor in standaardtalige contexten in het Belgisch-Nederlands en kan als deel van de standaardtaal worden beschouwd. Ook volgens Taaladvies.net behoort de vorm tot de standaardtaal. Belgisch-Nederlands,Belgisch-Nederlands,https://e-ans.ivdnt.org/topics/pid/topic-16249634411997549
Het woord,9.1.1,Ruimtelijke voorzetsels,Brasserie Brussels Hof bevindt zich naast de kerk van Baarle-Hertog.,De kabels bevonden zich uit het plafond.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15174778691463560
Het woord,9.1.1,Ruimtelijke voorzetsels,Brasserie Brussels Hof bevindt zich naast de kerk van Baarle-Hertog.,De tuinslang bevindt zich door de achtertuin.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15174778691463560
Het woord,9.1.1,Ruimtelijke voorzetsels,Brasserie Brussels Hof bevindt zich naast de kerk van Baarle-Hertog.,De weg bevond zich naar het strand.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15174778691463560
Het woord,9.1.1,Ruimtelijke voorzetsels,Door de beweging van een paar wervels [...] en het schouderblad kan de opgeheven arm tot naast het oor [...] worden bewogen.,Het hogedrukgebied heeft zich verplaatst tot naar de Ierse Zee.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/topic-15174778691463560
Het woord,9.1.1,Ruimtelijke voorzetsels,Door de beweging van een paar wervels [...] en het schouderblad kan de opgeheven arm tot naast het oor [...] worden bewogen.,De beving was tot door Tokio duidelijk voelbaar.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15174778691463560
Het woord,9.1.1,Ruimtelijke voorzetsels,Door de beweging van een paar wervels [...] en het schouderblad kan de opgeheven arm tot naast het oor [...] worden bewogen.,Ze klom tot uit het raam.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15174778691463560
Het woord,9.1.1.2,Directionele voorzetsels,Door de week ben ik ook altijd druk met mijn werk.,Doorheen de jaren breidde de collectie uit. in BN Deze vorm komt geregeld voor in standaardtalige contexten in het Belgische Nederlands. Volgens Taaladvies.net is de status ervan onduidelijk. Volgens de redactie kan hij echter op basis van de beschikbare informatie over het gebruik ervan wel degelijk als deel van de standaardtaal worden beschouwd. Belgisch-Nederlands,Belgisch-Nederlands,https://e-ans.ivdnt.org/topics/pid/topic-15428092357181242
Het woord,9.2.3,Achterzetsels of partikels?,Op het kruispunt botsten twee wagens frontaal op elkaar.,Het jongetje op tilde ik.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15383924270796206
Het woord,9.3.2,"Betekenisverschillen tussen omzetsels, achterzetsels en voorzetsels",[A]an het eind van de film zwemt hij de brede rivier over.,Aan het eind van de film zwemt hij over de brede rivier heen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/topic-15547280471687311
Het woord,9.3.2,"Betekenisverschillen tussen omzetsels, achterzetsels en voorzetsels",[De steaks] waren zo groot dat ze over je bord heen hingen.,Daar werd een rog geserveerd die de randen van je bord over hing.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15547280471687311
Het woord,9.3.2,"Betekenisverschillen tussen omzetsels, achterzetsels en voorzetsels",Van Schendelen kijkt over zijn bril geamuseerd de zaal rond.,Van Schendelen kijkt zijn bril over.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15547280471687311
Het woord,9.3.2,"Betekenisverschillen tussen omzetsels, achterzetsels en voorzetsels",Men snoept steeds vaker vanuit de gedachte dat men er recht op heeft.,"Ik heb dat van thuis uit meegekregen. vooral in BN Deze vorm komt vooral voor in het Belgische Nederlands maar ook (heel) af en toe in andere variëteiten, en komt in die mate in standaardtalige contexten voor dat de variant volgens de redactie als deel van de standaardtaal kan worden beschouwd. Ook volgens Taaladvies.net behoort de vorm tot de standaardtaal. Belgisch-Nederlands",Belgisch-Nederlands,https://e-ans.ivdnt.org/topics/pid/topic-15547280471687311
Het woord,9.3.3,Omzetsels of voorzetsels en partikels?,"Tussen 'americana' en rock-'n-roll in smeedt deze band songs zoals in de oude dagen: knoestig, meezingbaar en rijp.",Tegen de les op zag ik erg.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15179217310640941
Het woord,9.3.3,Omzetsels of voorzetsels en partikels?,"Tussen 'americana' en rock-'n-roll in smeedt deze band songs zoals in de oude dagen: knoestig, meezingbaar en rijp.",Van onze eigen sterkte uit gingen we.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15179217310640941
Het woord,9.3.3,Omzetsels of voorzetsels en partikels?,Het vijftal kon niet tijdig onder de gekantelde boot uit komen.,Onder de gekantelde boot uit kon het vijftal niet tijdig komen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15179217310640941
Het woord,9.3.3,Omzetsels of voorzetsels en partikels?,De planeet Venus schoof vanmorgen voor de zon langs.,Voor de zon langs schoof vanmorgen de planeet Venus.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/topic-15179217310640941
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,"De brand ontstond vermoedelijk op de zolder van het pand, doordat er kaarsen waren blijven branden.","De brand ontstond vermoedelijk op de zolder van het pand, doordat erop kaarsen waren blijven branden.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,Ik werk op een kantoor waar ik een nogal drukke baan heb.,Ik werk op een kantoor waarop ik een nogal drukke baan heb.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,"Dat doet ook de 34-jarige man, voormalig receptionist/magazijnmeester bij een garagebedrijf. Veertien jaar heeft hij daar gewerkt.",Veertien jaar heeft hij daarbij gewerkt.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,"Onder de ruitenwisser van een auto is een dode duif geklemd, met een briefje erbij.","[Er] lag ... op een dag een kindje voor de deur van mijn kantoor. Met een briefje bij: ""Zorg voor mijn baby."" in BN, informeel Deze vorm komt geregeld voor in standaardtalige contexten in het Belgische Nederlands, vooral in het informele taalgebruik, en kan als deel van de standaardtaal worden beschouwd. Ook volgens Taaladvies.net behoort de vorm tot de informele standaardtaal. Belgisch-Nederlands, informeel","Belgisch-Nederlands, informeel",https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,"Wil je Alleen op de wereld gloednieuw voor ... 27,50 of met een scheur erin voor een tientje?","Een slobbertrui, een pet met een scheur in ... : Usain Bolt heeft lak aan protocol, zijn vak is hard lopen, en dat doet hij dus. in BN, informeel Deze vorm komt geregeld voor in standaardtalige contexten in het Belgische Nederlands, vooral in het informele taalgebruik, en kan als deel van de standaardtaal worden beschouwd. Ook volgens Taaladvies.net behoort de vorm tot de informele standaardtaal. Belgisch-Nederlands, informeel","Belgisch-Nederlands, informeel",https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,Het kind dat Marie wiegt is bijvoorbeeld een stuk steen met een haak eraan.,"Michel ... haalt er een nieuw werkinstrument bij: een stok met een haak aan. in BN, informeel Deze vorm komt geregeld voor in standaardtalige contexten in het Belgische Nederlands, vooral in het informele taalgebruik, en kan als deel van de standaardtaal worden beschouwd. Ook volgens Taaladvies.net behoort de vorm tot de informele standaardtaal. Belgisch-Nederlands, informeel","Belgisch-Nederlands, informeel",https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,Ze hadden allemaal een doosje gekregen met een strik erom.,"Een doelpunt met een strikje om, want het was de tweehonderdste treffer in het nieuwe ... stadion. in BN, informeel Deze vorm komt geregeld voor in standaardtalige contexten in het Belgische Nederlands, vooral in het informele taalgebruik, en kan als deel van de standaardtaal worden beschouwd. Ook volgens Taaladvies.net behoort de vorm tot de informele standaardtaal. Belgisch-Nederlands, informeel","Belgisch-Nederlands, informeel",https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.1,Functies in de zin: adposities met voornaamwoordelijke bijwoorden,Je moet je leven leiden zonder de handrem erop.,"Vanaf [de wielerklassieker] Dwars door Vlaanderen reed hij ... alle wedstrijden zonder handrem op. in BN, informeel Deze vorm komt geregeld voor in standaardtalige contexten in het Belgische Nederlands, vooral in het informele taalgebruik, en kan als deel van de standaardtaal worden beschouwd. Ook volgens Taaladvies.net behoort de vorm tot de informele standaardtaal. Belgisch-Nederlands, informeel","Belgisch-Nederlands, informeel",https://e-ans.ivdnt.org/topics/pid/topic-15911039370361766
Het woord,9.5.2,Kunnen voornaamwoordelijke bijwoorden naar personen verwijzen?,Ik kan niet oordelen over iemand met wie ik medelijden heb.,De sfeer is ontspannen en gemoedelijk en meestal is er iemand waarmee je een glas wijn kunt drinken. informeel Deze vorm wordt als informeel beschouwd. informeel,informeel,https://e-ans.ivdnt.org/topics/pid/topic-15741619779327620
Het woord,9.5.2,Kunnen voornaamwoordelijke bijwoorden naar personen verwijzen?,Er wordt overgeschakeld naar 'onze correspondent Robin Ramaekers'. Pardon? Naar wie?,Er wordt overgeschakeld naar 'onze correspondent Robin Ramaekers'. Pardon?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741619779327620
Het woord,9.5.2,Kunnen voornaamwoordelijke bijwoorden naar personen verwijzen?,",,Zeg, hoe is het met haar eigenlijk?'' ,,Met wie?'' ,,Met die Gerda.''",",,Zeg, hoe is het met haar eigenlijk?'' ,,Waarmee?'' ,,Met die Gerda.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741619779327620
Het woord,9.6.1,Als bijwoordelijke bepaling van plaats,De slaapkamer en badkamer van de ouders bevinden zich beneden.,Het gaat om het terrein achteraan het ziekenhuis waar de Leie gedempt is. in BN Deze vorm komt geregeld voor in standaardtalige contexten in het Belgisch-Nederlands en kan als deel van de standaardtaal worden beschouwd. Belgisch-Nederlands,Belgisch-Nederlands,https://e-ans.ivdnt.org/topics/pid/topic-16249640429220728
Het woord,9.6.1,Als bijwoordelijke bepaling van plaats,"Onderzoek ... wees uit dat bacteriën niet alleen buitenop de sla of de boontjes zitten, maar vanuit de mest de plant kunnen binnendringen, langs zijn wortels.",Achteraan ontvouwt zich een waar ontspanningsoord met de zwemvijver en de moestuin. in BN Deze vorm komt geregeld voor in standaardtalige contexten in het Belgisch-Nederlands en kan als deel van de standaardtaal worden beschouwd. Belgisch-Nederlands,Belgisch-Nederlands,https://e-ans.ivdnt.org/topics/pid/topic-16249640429220728
Het woord,10.1,Algemene inleiding,"Omdat ik altijd vroeg naar bed ga, zie ik nooit nachtfilms.","Om ik altijd vroeg naar bed ga, zie ik nooit nachtfilms.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1001lingtopic
Het woord,10.3.3.3,"De inhouden van romp- en bijzin worden (ongeveer) gelijktijdig gerealiseerd: terwijl , zolang , zolang als , (van) zodra , zo gauw , zo gauw als , sinds , sedert ; toen , nu , als , wanneer","Telkens als ik hem zie, moet ik lachen.","Telkens ik hem zie, moet ik lachen.",regionaal,https://e-ans.ivdnt.org/topics/pid/ans10030303lingtopic
Het woord,10.3.4,"Voegwoorden van causaliteit: omdat , doordat , aangezien , daar , vermits ( dewijl , doordien , naardien , nademaal , overmits , wijl ); door , met ; dat","De rector had besloten de school tijdens de morgenpauze te sluiten, aangezien het verbod was overtreden.","De rector had besloten de school tijdens de morgenpauze te sluiten, doordat het verbod was overtreden.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans100304lingtopic
Het woord,10.3.4,"Voegwoorden van causaliteit: omdat , doordat , aangezien , daar , vermits ( dewijl , doordien , naardien , nademaal , overmits , wijl ); door , met ; dat",Deze schuld was ontstaan doordat de voetbalclub al jarenlang geen vermakelijkheidsbelasting betaald had.,Deze schuld was ontstaan aangezien de voetbalclub al jarenlang geen vermakelijkheidsbelasting betaald had.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans100304lingtopic
Het woord,10.3.8,"Voorwaardelijke voegwoorden: als , wanneer , indien , ingeval , zo ; mits , tenzij , tenware","Voel je je ziek, dan moet je thuis blijven.","Voel je je ziek, moet je thuis blijven.",informeel,https://e-ans.ivdnt.org/topics/pid/ans100308lingtopic
Het woord,10.3.14.1,"Alsof , of , als (niet-werkelijkheid)","Hoe groter huis, des te meer rommel.",Het was als ware hij met stomheid geslagen.,formeel,https://e-ans.ivdnt.org/topics/pid/ans10031401lingtopic
Het woord,10.3.14.2,"Als , zoals , evenals , gelijk , zo (gewone vergelijking)",Ik doe het zoals ik het gisteren deed.,Ik doe het als ik het gisteren deed.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans10031402lingtopic
Het woord,10.3.14.2,"Als , zoals , evenals , gelijk , zo (gewone vergelijking)",Hij is een timmerman (zo)als zijn vader.,Hij is een timmerman evenals zijn vader.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans10031402lingtopic
Het woord,10.3.14.2,"Als , zoals , evenals , gelijk , zo (gewone vergelijking)","Hij is geen timmerman, zoals zijn vader.=4b","Hij is geen timmerman, evenals zijn vader.",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans10031402lingtopic
Het woord,11.3.4,In de zin,Pardoes viel hij in het water.,Pardoes! Hij viel in het water.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans110304lingtopic
De constituent,13.2,De bouw van een constituent,De spreker gaf een - heldere uiteenzetting van het probleem.,De spreker gaf een zeer - uiteenzetting van het probleem.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1302lingtopic
De constituent,13.2,De bouw van een constituent,Piet verzamelt boeken -.,Piet verzamelt - uit de 18de eeuw.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1302lingtopic
De constituent,13.2,De bouw van een constituent,Hij komt - zelden te laat.,Hij komt hoogst - te laat.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1302lingtopic
De constituent,14.3.1,Bepaalde en onbepaalde naamwoordelijke constituenten,De maan schijnt.,Er schijnt een maan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans140301lingtopic
De constituent,14.3.2,Categoriale en generieke naamwoordelijke constituenten,Kralen maken een effen trui levendiger.,Kaas is gesneden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans140302lingtopic
De constituent,14.3.2,Categoriale en generieke naamwoordelijke constituenten,Kralen maken een effen trui levendiger.,Er is kaas een zuivelprodukt.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans140302lingtopic
