,source,zin,phenomenon,grammatical,id_1,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9,id_10,id_11,id_12,id_13,avg,max,min
145,NSD_phenomena5&6_version3CLIN,(We zijn niet) in staat (om) te begrijpen.,2. Subordinate Clauses,1,2,2,2,5,2,1,2,5.0,2.0,3.0,4.0,5.0,1.0,2.769230769,5,1
146,NSD_phenomena5&6_version3CLIN,(Peter is altijd) van plan (om) te slagen.,2. Subordinate Clauses,1,4,5,3,7,6,2,2,6.0,7.0,6.0,3.0,7.0,7.0,5.0,7,2
147,NSD_phenomena5&6_version3CLIN,(Piet is niet) bereid (om) te stoppen met roken.,2. Subordinate Clauses,1,7,7,5,7,6,6,6,7.0,7.0,6.0,7.0,7.0,7.0,6.538461538,7,5
148,NSD_phenomena5&6_version3CLIN,(Hij is niet) gewend (om) aan de kant gezet te worden.,2. Subordinate Clauses,1,6,6,5,7,6,5,6,7.0,2.0,7.0,7.0,7.0,6.0,5.923076923,7,2
149,NSD_phenomena5&6_version3CLIN,(Hij is niet) van plan (om) te helpen.,2. Subordinate Clauses,1,7,7,6,7,7,5,2,6.0,7.0,6.0,7.0,6.0,7.0,6.153846154,7,2
150,NSD_phenomena5&6_version3CLIN,(We zijn niet) geneigd dat we dit zomaar voorbij zouden laten gaan.,2. Subordinate Clauses,0,1,2,2,6,2,2,3,6.0,3.0,2.0,1.0,2.0,1.0,2.538461538,6,1
151,NSD_phenomena5&6_version3CLIN,(Jan is altijd) bereid dat hij zou helpen.,2. Subordinate Clauses,0,1,1,2,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.153846154,2,1
152,NSD_phenomena5&6_version3CLIN,(We zijn niet) bereid dat we zouden luisteren.,2. Subordinate Clauses,0,1,2,3,1,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.461538462,3,1
153,NSD_phenomena5&6_version3CLIN,Daarnaast hebben enkele honderden werknemers actie gevoerd met werkonderbrekingen.,6,1,7,6,4,7,6,3,2,7.0,3.0,6.0,7.0,5.0,1.0,4.923076923,7,1
154,NSD_phenomena5&6_version3CLIN,Door de tranen kon ik niet meer lezen. Overal kwam snot uit.,1. Pronominal Adverbs,1,4,6,5,7,4,7,5,7.0,6.0,7.0,6.0,5.0,6.0,5.769230769,7,4
155,NSD_phenomena5&6_version3CLIN,Waar ga je naartoe?,1. Pronominal Adverbs,1,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0,1.0,7.0,6.538461538,7,1
156,NSD_phenomena5&6_version3CLIN,Eigenlijk lijkt het voorwerp op niets dat ik eerder heb gezien.,1. Pronominal Adverbs,1,4,6,2,7,7,6,7,7.0,7.0,4.0,7.0,5.0,7.0,5.846153846,7,2
157,NSD_phenomena5&6_version3CLIN,Ik steun haar in alles wat ze doet.,1. Pronominal Adverbs,1,7,6,6,7,7,7,6,7.0,7.0,7.0,5.0,7.0,7.0,6.615384615,7,5
158,NSD_phenomena5&6_version3CLIN,Verftekeningen lagen op stapels gekwakt ... Nergens stond een titel of datum op.,1. Pronominal Adverbs,1,2,6,1,7,6,5,2,6.0,6.0,5.0,7.0,5.0,5.0,4.846153846,7,1
159,NSD_phenomena5&6_version3CLIN,Ergens in moet je tenslotte geloven.,1. Pronominal Adverbs,0,1,1,2,1,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.230769231,2,1
160,NSD_phenomena5&6_version3CLIN,Nergens op wordt echt diep ingegaan.,1. Pronominal Adverbs,0,1,1,1,1,2,2,3,1.0,1.0,1.0,1.0,1.0,2.0,1.384615385,3,1
161,NSD_phenomena5&6_version3CLIN,Overal over heeft hij een mening.,1. Pronominal Adverbs,0,1,1,1,1,1,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.384615385,4,1
162,NSD_phenomena7&8_version1CLIN,Hij zei dat hij de kraanvogels graag wilde fotograferen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,5,7,3,7,6,7,7,2.0,,,,,,5.5,7,2
163,NSD_phenomena7&8_version1CLIN,Ze was dat boek gaan lezen omdat ze gehoopt had er iets uit te leren.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,5,4,6,1,4,4,7,3.0,,,,,,4.25,7,1
164,NSD_phenomena7&8_version1CLIN,Ik had gehoopt dat Dick dat artikel intussen aan de redactie had geprobeerd door te sturen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,5,3,4,7,5,7,5,2.0,,,,,,4.75,7,2
165,NSD_phenomena7&8_version1CLIN,Ik had gehoopt dat Dick dat artikel intussen aan de redactie had proberen door te sturen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,5,1,5,7,4,5,5,4.0,,,,,,4.5,7,1
166,NSD_phenomena7&8_version1CLIN,Ik zag hoe Bregje de bal door de opening probeerde te krijgen,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,5,7,5,7,6,7,7,6.0,,,,,,6.25,7,5
167,NSD_phenomena7&8_version1CLIN,Ze zeggen dat hij toen pas merkte een fout gemaakt te hebben.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,5,2,5,7,4,2,7,3.0,,,,,,4.375,7,2
168,NSD_phenomena7&8_version1CLIN,Hij wist dat hij moest organiseren zijn documenten.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,2,1,2,1,2,1,1,1.0,,,,,,1.375,2,1
169,NSD_phenomena7&8_version1CLIN,Ze hoorde dat ze moest verzetten haar afspraak.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,1,1,2,1,2,1,1,1.0,,,,,,1.25,2,1
170,NSD_phenomena7&8_version1CLIN,Hij realiseerde zich dat hij had gemaakt een fout.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,1,1,2,1,2,1,1,1.0,,,,,,1.25,2,1
171,NSD_phenomena7&8_version1CLIN,De kinderen leren op school zwemmen.,9. Verbs With a Participle as a Complement,1,6,2,3,2,6,7,7,3.0,,,,,,4.5,7,2
172,NSD_phenomena7&8_version1CLIN,Hij zit te slapen.,9. Verbs With a Participle as a Complement,1,2,5,6,1,3,7,7,6.0,,,,,,4.625,7,1
173,NSD_phenomena7&8_version1CLIN,Zijn broer gaat in Spanje wonen.,9. Verbs With a Participle as a Complement,1,7,7,7,7,7,7,7,7.0,,,,,,7.0,7,7
174,NSD_phenomena7&8_version1CLIN,Dat hoefde ze niet te doen.,9. Verbs With a Participle as a Complement,1,6,7,6,7,6,7,7,2.0,,,,,,6.0,7,2
175,NSD_phenomena7&8_version1CLIN,We zagen de koningin voorbijkomen.,9. Verbs With a Participle as a Complement,1,6,7,6,7,5,7,7,7.0,,,,,,6.5,7,5
176,NSD_phenomena7&8_version1CLIN,Ze laten de bagage op het station staan.,9. Verbs With a Participle as a Complement,1,6,7,7,5,6,7,7,6.0,,,,,,6.375,7,5
177,NSD_phenomena7&8_version1CLIN,Peter is vanmiddag geweest voetballen.,9. Verbs With a Participle as a Complement,0,5,1,1,1,1,1,1,1.0,,,,,,1.5,5,1
178,NSD_phenomena7&8_version1CLIN,Zijn broer heeft altijd al in Spanje gewild gaan wonen.,9. Verbs With a Participle as a Complement,0,1,1,2,1,2,1,1,1.0,,,,,,1.25,2,1
179,NSD_phenomena7&8_version1CLIN,Geen wonder dat de wandelaars bleken uitgehongerd (te zijn).,9. Verbs With a Participle as a Complement,0,4,2,2,1,5,1,1,3.0,,,,,,2.375,5,1
180,NSD_phenomena7&8_version2CLIN,Hij zei dat hij de kraanvogels graag wilde fotograferen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,7,5,7,7,6,7,4,7.0,7.0,7.0,6.0,,,6.363636364,7,4
181,NSD_phenomena7&8_version2CLIN,Ze was dat boek gaan lezen omdat ze gehoopt had er iets uit te leren.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,6,2,6,6,5,7,4,4.0,5.0,6.0,6.0,,,5.181818182,7,2
182,NSD_phenomena7&8_version2CLIN,Ik had gehoopt dat Dick dat artikel intussen aan de redactie had geprobeerd door te sturen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,4,6,6,4,6,6,4,6.0,5.0,6.0,3.0,,,5.090909091,6,3
183,NSD_phenomena7&8_version2CLIN,Hij wist dat hij zijn documenten moest organiseren.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,5,2,7,6,6,6,5,7.0,7.0,7.0,6.0,,,5.818181818,7,2
184,NSD_phenomena7&8_version2CLIN,Ze hoorde dat ze haar afspraak moest verzetten.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,7,7,7,7,5,7,6,7.0,7.0,7.0,6.0,,,6.636363636,7,5
185,NSD_phenomena7&8_version2CLIN,Hij realiseerde zich dat hij een fout had gemaakt.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,7,7,7,7,6,7,7,7.0,7.0,6.0,6.0,,,6.727272727,7,6
186,NSD_phenomena7&8_version2CLIN,Ik had gehoopt dat Dick dat artikel intussen had proberen aan de redactie door te sturen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,2,1,4,1,2,4,1,1.0,4.0,3.0,1.0,,,2.181818182,4,1
187,NSD_phenomena7&8_version2CLIN,Ik zag hoe Bregje de bal probeerde door de opening te krijgen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,5,7,4,5,5,7,3,4.0,6.0,4.0,4.0,,,4.909090909,7,3
188,NSD_phenomena7&8_version2CLIN,Ze zeggen dat hij toen pas een fout gemaakt merkte te hebben.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,2,1,3,1,4,4,1,1.0,3.0,1.0,2.0,,,2.090909091,4,1
189,NSD_phenomena7&8_version2CLIN,Hij zit te slapen.,9. Verbs With a Participle as a Complement,1,7,3,7,7,7,5,7,7.0,6.0,2.0,5.0,,,5.727272727,7,2
190,NSD_phenomena7&8_version2CLIN,Zijn broer gaat in Spanje wonen.,9. Verbs With a Participle as a Complement,1,7,6,7,7,7,7,7,7.0,7.0,7.0,7.0,,,6.909090909,7,6
191,NSD_phenomena7&8_version2CLIN,Dat hoefde ze niet te doen.,9. Verbs With a Participle as a Complement,1,7,2,7,7,6,7,5,7.0,6.0,7.0,7.0,,,6.181818182,7,2
192,NSD_phenomena7&8_version2CLIN,Peter is vanmiddag voetballen.,9. Verbs With a Participle as a Complement,1,4,2,6,7,7,5,5,6.0,5.0,6.0,3.0,,,5.090909091,7,2
193,NSD_phenomena7&8_version2CLIN,Zijn broer wil in Spanje gaan wonen.,9. Verbs With a Participle as a Complement,1,7,6,7,7,7,7,7,7.0,7.0,7.0,7.0,,,6.909090909,7,6
194,NSD_phenomena7&8_version2CLIN,Geen wonder dat de wandelaars uitgehongerd bleken (te zijn).,9. Verbs With a Participle as a Complement,1,3,5,7,7,7,7,4,6.0,7.0,6.0,4.0,,,5.727272727,7,3
195,NSD_phenomena7&8_version2CLIN,We hebben de koningin gezien voorbijkomen.,9. Verbs With a Participle as a Complement,0,2,1,4,1,2,2,1,1.0,3.0,1.0,2.0,,,1.818181818,4,1
196,NSD_phenomena7&8_version2CLIN,Ze hebben de bagage op het station gelaten staan.,9. Verbs With a Participle as a Complement,0,2,1,2,7,2,4,1,1.0,3.0,1.0,1.0,,,2.272727273,7,1
197,NSD_phenomena7&8_version2CLIN,De kinderen hebben op school geleerd zwemmen.,9. Verbs With a Participle as a Complement,0,2,1,4,1,5,4,1,1.0,4.0,1.0,2.0,,,2.363636364,5,1
198,NSD_phenomena7&8_version3CLIN,Ik had gehoopt dat Dick dat artikel intussen aan de redactie had proberen door te sturen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,1,3,4,5,4,6,7,7.0,1.0,,,,,4.222222222,7,1
199,NSD_phenomena7&8_version3CLIN,Ik zag hoe Bregje de bal door de opening probeerde te krijgen,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,1,7,5,6,7,7,6,7.0,5.0,,,,,5.666666667,7,1
200,NSD_phenomena7&8_version3CLIN,Ze zeggen dat hij toen pas merkte een fout gemaakt te hebben.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,1,4,5,4,5,2,7,3.0,1.0,,,,,3.555555556,7,1
201,NSD_phenomena7&8_version3CLIN,Hij wist dat hij zijn documenten moest organiseren.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,6,3,4,5,7,7,7,7.0,7.0,,,,,5.888888889,7,3
202,NSD_phenomena7&8_version3CLIN,Ze hoorde dat ze haar afspraak moest verzetten.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,7,7,6,6,7,7,7,7.0,7.0,,,,,6.777777778,7,6
203,NSD_phenomena7&8_version3CLIN,Hij realiseerde zich dat hij een fout had gemaakt.,8. Group-Forming and Non-Group-Forming Uses of Verbs,1,7,7,7,7,7,6,7,7.0,7.0,,,,,6.888888889,7,6
204,NSD_phenomena7&8_version3CLIN,Hij zei dat hij de kraanvogels wilde graag fotograferen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,7,1,1,1,2,1,2,1.0,1.0,,,,,1.888888889,7,1
205,NSD_phenomena7&8_version3CLIN,Ze was dat boek gaan lezen omdat ze er iets uit had hopen te leren.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,1,2,3,3,5,4,6,2.0,1.0,,,,,3.0,6,1
206,NSD_phenomena7&8_version3CLIN,Ik had gehoopt dat Dick dat artikel intussen had geprobeerd aan de redactie door te sturen.,8. Group-Forming and Non-Group-Forming Uses of Verbs,0,1,2,4,5,6,4,4,6.0,4.0,,,,,4.0,6,1
207,NSD_phenomena7&8_version3CLIN,We zagen de koningin voorbijkomen.,9. Verbs With a Participle as a Complement,1,7,7,6,7,7,7,7,7.0,7.0,,,,,6.888888889,7,6
208,NSD_phenomena7&8_version3CLIN,Ze laten de bagage op het station staan.,9. Verbs With a Participle as a Complement,1,7,7,5,7,7,7,7,7.0,7.0,,,,,6.777777778,7,5
209,NSD_phenomena7&8_version3CLIN,De kinderen leren op school zwemmen.,9. Verbs With a Participle as a Complement,1,6,7,7,6,7,2,2,4.0,4.0,,,,,5.0,7,2
210,NSD_phenomena7&8_version3CLIN,Peter is vanmiddag voetballen.,9. Verbs With a Participle as a Complement,1,7,4,5,2,7,7,2,3.0,5.0,,,,,4.666666667,7,2
211,NSD_phenomena7&8_version3CLIN,Zijn broer wil in Spanje gaan wonen.,9. Verbs With a Participle as a Complement,1,7,7,5,7,7,7,7,7.0,7.0,,,,,6.777777778,7,5
212,NSD_phenomena7&8_version3CLIN,Geen wonder dat de wandelaars uitgehongerd bleken (te zijn).,9. Verbs With a Participle as a Complement,1,7,6,6,6,6,5,7,6.0,3.0,,,,,5.777777778,7,3
213,NSD_phenomena7&8_version3CLIN,Hij heeft gezeten te slapen.,9. Verbs With a Participle as a Complement,0,2,1,1,1,2,2,2,1.0,1.0,,,,,1.444444444,2,1
214,NSD_phenomena7&8_version3CLIN,Zijn broer is in Spanje gegaan wonen.,9. Verbs With a Participle as a Complement,0,7,1,1,6,2,2,2,1.0,1.0,,,,,2.555555556,7,1
215,NSD_phenomena7&8_version3CLIN,Dat had ze niet gehoeven doen.,9. Verbs With a Participle as a Complement,0,7,1,1,2,2,2,2,1.0,1.0,,,,,2.111111111,7,1
216,NSD_phenomena9&10_version1CLIN,Die jongens zitten de hele les te slapen.,10. Verbs With an Infinitive as a Complement,1,5,5,4,7,7,7,7,7.0,6.0,7.0,7.0,4.0,,6.083333333,7,4
217,NSD_phenomena9&10_version1CLIN,"Als je nu nog heel even blijft staan wachten, dan ga ik zo met je mee.",10. Verbs With an Infinitive as a Complement,1,4,1,3,5,6,7,1,5.0,3.0,2.0,6.0,6.0,,4.083333333,7,1
218,NSD_phenomena9&10_version1CLIN,Ton heeft de hele middag aan zijn bureau zitten (te) werken.,10. Verbs With an Infinitive as a Complement,1,7,2,4,7,6,7,4,7.0,6.0,6.0,7.0,7.0,,5.833333333,7,2
219,NSD_phenomena9&10_version1CLIN,De appels hebben al een maand aan de boom hangen te rotten.,10. Verbs With an Infinitive as a Complement,1,5,1,3,1,5,7,1,2.0,1.0,2.0,5.0,4.0,,3.083333333,7,1
220,NSD_phenomena9&10_version1CLIN,Wim zit te slapen.,10. Verbs With an Infinitive as a Complement,1,6,5,2,7,7,7,7,7.0,4.0,7.0,7.0,2.0,,5.666666667,7,2
221,NSD_phenomena9&10_version1CLIN,We geven u alvast enkel tips voor als u naar Corsica met vakantie mocht gaan.,10. Verbs With an Infinitive as a Complement,1,3,3,1,6,7,1,1,1.0,7.0,3.0,4.0,4.0,,3.416666667,7,1
222,NSD_phenomena9&10_version1CLIN,Hoef ik naar hem te luisteren?,10. Verbs With an Infinitive as a Complement,0,4,1,2,1,1,1,1,1.0,1.0,2.0,6.0,2.0,,1.916666667,6,1
223,NSD_phenomena9&10_version1CLIN,Die sportleraar heeft me geleerd te roeien.,10. Verbs With an Infinitive as a Complement,0,7,4,3,6,6,7,5,7.0,6.0,7.0,7.0,5.0,,5.833333333,7,3
224,NSD_phenomena9&10_version1CLIN,Ik zag dat hij had zijn been op de stoel liggen.,10. Verbs With an Infinitive as a Complement,0,2,3,1,1,1,1,1,1.0,1.0,1.0,2.0,1.0,,1.333333333,3,1
225,NSD_phenomena9&10_version1CLIN,Ze zag dat er een polítieauto kwam aangereden.,7. The Order Within the Verb Ending Group,1,6,1,2,7,7,7,2,6.0,2.0,6.0,6.0,5.0,,4.75,7,1
226,NSD_phenomena9&10_version1CLIN,Ik hoop dat we voor zo'n ramp gespaard blijven.,7. The Order Within the Verb Ending Group,1,4,1,4,7,5,1,7,1.0,5.0,6.0,3.0,5.0,,4.083333333,7,1
227,NSD_phenomena9&10_version1CLIN,Hij zei dat hij het vliegtuig niet kon zien naderen.,7. The Order Within the Verb Ending Group,1,7,3,3,7,7,7,6,7.0,6.0,6.0,6.0,6.0,,5.916666667,7,3
228,NSD_phenomena9&10_version1CLIN,Ik denk dat ze nog wel zullen komen eten.,7. The Order Within the Verb Ending Group,1,7,6,4,5,7,7,5,7.0,2.0,6.0,5.0,4.0,,5.416666667,7,2
229,NSD_phenomena9&10_version1CLIN,Ik vraag me af wanneer híj nu eindelijk eens de was te drogen hangt.,7. The Order Within the Verb Ending Group,1,7,4,3,7,6,4,7,7.0,5.0,7.0,3.0,4.0,,5.333333333,7,3
230,NSD_phenomena9&10_version1CLIN,Hij zei dat hij met haar niets meer te maken wilde hebben.,7. The Order Within the Verb Ending Group,1,4,1,4,5,7,7,6,6.0,7.0,6.0,5.0,5.0,,5.25,7,1
231,NSD_phenomena9&10_version1CLIN,Denk jij dat ze al zijn aan het eten?,7. The Order Within the Verb Ending Group,0,2,1,2,1,1,1,1,1.0,1.0,1.0,2.0,2.0,,1.333333333,2,1
232,NSD_phenomena9&10_version1CLIN,Maarten zei dat hij 's middags vaak ging uit wandelen.,7. The Order Within the Verb Ending Group,0,2,1,2,1,4,1,1,1.0,1.0,3.0,3.0,2.0,,1.833333333,4,1
233,NSD_phenomena9&10_version1CLIN,Ik denk dat die schuur nu wel moet staan op instorten.,7. The Order Within the Verb Ending Group,0,4,5,2,1,1,1,1,1.0,1.0,4.0,3.0,1.0,,2.083333333,5,1
234,NSD_phenomena9&10_version2CLIN,Die jongens zitten de hele les te slapen.,10. Verbs With an Infinitive as a Complement,1,6,7,7,7,7,7,7,4.0,,,,,,6.5,7,4
235,NSD_phenomena9&10_version2CLIN,"Als je nu nog heel even blijft staan wachten, dan ga ik zo met je mee.",10. Verbs With an Infinitive as a Complement,1,7,1,3,2,2,7,5,7.0,,,,,,4.25,7,1
236,NSD_phenomena9&10_version2CLIN,Ton heeft de hele middag aan zijn bureau zitten (te) werken.,10. Verbs With an Infinitive as a Complement,1,5,6,7,6,6,7,7,7.0,,,,,,6.375,7,5
237,NSD_phenomena9&10_version2CLIN,Moet ik naar hem luisteren?,10. Verbs With an Infinitive as a Complement,1,7,7,7,7,7,7,7,7.0,,,,,,7.0,7,7
238,NSD_phenomena9&10_version2CLIN,Die sportleraar heeft me leren roeien.,10. Verbs With an Infinitive as a Complement,1,7,6,7,7,6,7,7,7.0,,,,,,6.75,7,6
239,NSD_phenomena9&10_version2CLIN,Ik zag dat hij zijn been op de stoel had liggen.,10. Verbs With an Infinitive as a Complement,1,6,4,7,6,1,7,7,7.0,,,,,,5.625,7,1
240,NSD_phenomena9&10_version2CLIN,De appels hebben al een maand aan de boom te rotten gehangen.,10. Verbs With an Infinitive as a Complement,0,2,3,1,2,1,2,1,3.0,,,,,,1.875,3,1
241,NSD_phenomena9&10_version2CLIN,Wim zit slapen.,10. Verbs With an Infinitive as a Complement,0,1,1,1,1,1,1,1,1.0,,,,,,1.0,1,1
242,NSD_phenomena9&10_version2CLIN,We geven u alvast enkele tips voor mocht u naar Corsica met vakantie gaan.,10. Verbs With an Infinitive as a Complement,0,1,1,7,2,4,1,3,7.0,,,,,,3.25,7,1
243,NSD_phenomena9&10_version2CLIN,Ze zag dat er een polítieauto kwam aangereden.,7. The Order Within the Verb Ending Group,1,5,6,1,1,1,7,6,7.0,,,,,,4.25,7,1
244,NSD_phenomena9&10_version2CLIN,Ik hoop dat we voor zo'n ramp gespaard blijven.,7. The Order Within the Verb Ending Group,1,5,1,7,7,4,7,3,7.0,,,,,,5.125,7,1
245,NSD_phenomena9&10_version2CLIN,Hij zei dat hij het vliegtuig niet kon zien naderen.,7. The Order Within the Verb Ending Group,1,7,3,7,6,2,7,7,7.0,,,,,,5.75,7,2
246,NSD_phenomena9&10_version2CLIN,Denk jij dat ze al aan het eten zijn?,7. The Order Within the Verb Ending Group,1,7,5,7,7,6,7,7,7.0,,,,,,6.625,7,5
247,NSD_phenomena9&10_version2CLIN,Maarten zei dat hij 's middags vaak uit wandelen ging.,7. The Order Within the Verb Ending Group,1,7,3,7,7,5,7,7,7.0,,,,,,6.25,7,3
248,NSD_phenomena9&10_version2CLIN,Ik denk dat die schuur nu wel op instorten moet staan.,7. The Order Within the Verb Ending Group,1,7,1,7,6,7,7,6,7.0,,,,,,6.0,7,1
249,NSD_phenomena9&10_version2CLIN,Ik denk dat ze nog wel eten zullen komen.,7. The Order Within the Verb Ending Group,0,3,1,1,1,1,3,4,3.0,,,,,,2.125,4,1
250,NSD_phenomena9&10_version2CLIN,Ik vraag me af wanneer híj nu eindelijk eens de was hangt te drogen.,7. The Order Within the Verb Ending Group,0,2,1,1,2,1,2,2,1.0,,,,,,1.5,2,1
251,NSD_phenomena9&10_version2CLIN,Hij zei dat hij met haar niets meer wilde hebben te maken.,7. The Order Within the Verb Ending Group,0,1,1,1,1,1,1,2,1.0,,,,,,1.125,2,1
252,NSD_phenomena9&10_version3CLIN,De appels hebben al een maand aan de boom hangen te rotten.,10. Verbs With an Infinitive as a Complement,1,2,2,2,2,1,7,1,,,,,,,2.428571429,7,1
253,NSD_phenomena9&10_version3CLIN,Wim zit te slapen.,10. Verbs With an Infinitive as a Complement,1,5,7,7,6,5,3,2,,,,,,,5.0,7,2
254,NSD_phenomena9&10_version3CLIN,We geven u alvast enkel tips voor als u naar Corsica met vakantie mocht gaan.,10. Verbs With an Infinitive as a Complement,1,1,2,3,2,1,7,1,,,,,,,2.428571429,7,1
255,NSD_phenomena9&10_version3CLIN,Moet ik naar hem luisteren?,10. Verbs With an Infinitive as a Complement,1,7,7,7,7,7,7,7,,,,,,,7.0,7,7
256,NSD_phenomena9&10_version3CLIN,Die sportleraar heeft me leren roeien.,10. Verbs With an Infinitive as a Complement,1,7,7,7,7,5,6,7,,,,,,,6.571428571,7,5
257,NSD_phenomena9&10_version3CLIN,Ik zag dat hij zijn been op de stoel had liggen.,10. Verbs With an Infinitive as a Complement,1,6,7,5,5,3,3,7,,,,,,,5.142857143,7,3
258,NSD_phenomena9&10_version3CLIN,Die jongens zitten de hele les slapen.,10. Verbs With an Infinitive as a Complement,0,1,1,7,6,1,2,7,,,,,,,3.571428571,7,1
259,NSD_phenomena9&10_version3CLIN,"Als je nu nog heel even blijft staan te wachten, dan ga ik zo met je mee.",10. Verbs With an Infinitive as a Complement,0,1,3,5,4,3,4,7,,,,,,,3.857142857,7,1
260,NSD_phenomena9&10_version3CLIN,Ton heeft de hele middag gezeten aan zijn bureau (te) werken.,10. Verbs With an Infinitive as a Complement,0,2,1,1,2,1,1,1,,,,,,,1.285714286,2,1
261,NSD_phenomena9&10_version3CLIN,Ik denk dat ze nog wel zullen komen eten.,7. The Order Within the Verb Ending Group,1,6,5,7,6,7,6,7,,,,,,,6.285714286,7,5
262,NSD_phenomena9&10_version3CLIN,Ik vraag me af wanneer híj nu eindelijk eens de was te drogen hangt.,7. The Order Within the Verb Ending Group,1,4,6,7,4,5,6,7,,,,,,,5.571428571,7,4
263,NSD_phenomena9&10_version3CLIN,Hij zei dat hij met haar niets meer te maken wilde hebben.,7. The Order Within the Verb Ending Group,1,3,6,7,4,7,3,6,,,,,,,5.142857143,7,3
264,NSD_phenomena9&10_version3CLIN,Denk jij dat ze al aan het eten zijn?,7. The Order Within the Verb Ending Group,1,7,5,7,7,7,6,7,,,,,,,6.571428571,7,5
265,NSD_phenomena9&10_version3CLIN,Maarten zei dat hij 's middags vaak uit wandelen ging.,7. The Order Within the Verb Ending Group,1,4,6,7,7,6,7,6,,,,,,,6.142857143,7,4
266,NSD_phenomena9&10_version3CLIN,Ik denk dat die schuur nu wel op instorten moet staan.,7. The Order Within the Verb Ending Group,1,5,6,7,4,6,7,7,,,,,,,6.0,7,4
267,NSD_phenomena9&10_version3CLIN,Ze zag dat er een polítieauto aangereden kwam.,7. The Order Within the Verb Ending Group,0,7,6,4,4,2,5,4,,,,,,,4.571428571,7,2
268,NSD_phenomena9&10_version3CLIN,Ik hoop dat we voor zo'n ramp blijven gespaard.,7. The Order Within the Verb Ending Group,0,2,2,3,2,6,1,7,,,,,,,3.285714286,7,1
269,NSD_phenomena9&10_version3CLIN,Hij zei dat hij het vliegtuig niet naderen kon zien.,7. The Order Within the Verb Ending Group,0,2,1,1,2,1,2,2,,,,,,,1.571428571,2,1
